#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
2017,4,22,6,0,20,6,7,MM,MM,MM,MM,1019.3,6.8,6.7,4.8,MM,0,MM
2017,4,22,5,50,20,6,8,0.2,MM,2.5,MM,1019.2,6.9,6.7,4.7,MM,MM,MM
2017,4,22,5,40,20,6,8,MM,MM,MM,MM,1019.2,6.9,6.7,4.7,MM,MM,MM
2017,4,22,5,30,20,6,8,MM,MM,MM,MM,1019.3,7,6.7,4.7,MM,MM,MM
2017,4,22,5,20,20,6,8,MM,MM,MM,MM,1019.3,7.2,6.7,4.7,MM,MM,MM
2017,4,22,5,10,20,6,7,MM,MM,MM,MM,1019.5,7.3,6.7,4.8,MM,MM,MM
2017,4,22,5,0,10,5,7,MM,MM,MM,MM,1019.4,7.5,6.7,4.7,MM,0.2,MM
2017,4,22,4,50,360,6,7,0.2,MM,2.7,MM,1019.5,7.7,6.7,4.6,MM,MM,MM
2017,4,22,4,40,360,5,6,MM,MM,MM,MM,1019.5,7.7,6.7,4.6,MM,MM,MM
2017,4,22,4,30,360,4,5,MM,MM,MM,MM,1019.3,7.6,6.7,4.7,MM,MM,MM
2017,4,22,4,20,360,4,6,MM,MM,MM,MM,1019.3,7.8,6.7,4.7,MM,MM,MM
2017,4,22,4,10,350,5,6,MM,MM,MM,MM,1019.3,8,6.7,4.5,MM,MM,MM
2017,4,22,4,0,350,5,6,MM,MM,MM,MM,1019.3,8,6.8,4.5,MM,1,MM
2017,4,22,3,50,340,4,5,0.3,3,2.9,344,1019.4,7.9,6.8,4.5,MM,MM,MM
2017,4,22,3,40,340,3,4,0.3,MM,2.9,344,1019.5,7.8,6.8,4.8,MM,MM,MM
2017,4,22,3,30,340,3,4,MM,MM,MM,MM,1019.4,8,6.8,4.6,MM,MM,MM
2017,4,22,3,20,330,3,4,MM,MM,MM,MM,1019.3,7.9,6.8,4.8,MM,MM,MM
2017,4,22,3,10,330,3,4,MM,MM,MM,MM,1019.2,7.7,6.8,5,MM,MM,MM
2017,4,22,3,0,330,3,3,MM,MM,MM,MM,1019.3,7.8,6.8,4.9,MM,2.2,MM
2017,4,22,2,50,330,3,3,0.3,3,2.8,321,1019.3,7.8,6.8,4.9,MM,MM,MM
2017,4,22,2,40,330,3,3,MM,MM,MM,MM,1019.4,7.8,6.8,4.9,MM,MM,MM
2017,4,22,2,30,330,3,4,MM,MM,MM,MM,1019.3,7.9,6.8,4.8,MM,MM,MM
2017,4,22,2,20,340,3,4,MM,MM,MM,MM,1019.2,7.9,6.8,4.8,MM,MM,MM
2017,4,22,2,10,340,4,5,MM,MM,MM,MM,1019.2,8,6.8,4.6,MM,MM,MM
2017,4,22,2,0,340,4,6,MM,MM,MM,MM,1019.1,8.1,6.8,4.5,MM,2.5,MM
2017,4,22,1,50,340,3,4,0.3,3,2.8,307,1019.2,8,6.8,4.5,MM,MM,MM
2017,4,22,1,40,340,4,4,MM,MM,MM,MM,1019,7.9,6.8,4.7,MM,MM,MM
2017,4,22,1,30,350,4,4,MM,MM,MM,MM,1018.8,8,6.8,4.8,MM,MM,MM
2017,4,22,1,20,350,4,5,MM,MM,MM,MM,1018.6,8,6.8,4.8,MM,MM,MM
2017,4,22,1,10,350,5,6,MM,MM,MM,MM,1018.4,8,6.8,4.7,MM,MM,MM
2017,4,22,1,0,350,4,6,MM,MM,MM,MM,1018.2,8.1,6.8,4.8,MM,1.8,MM
2017,4,22,0,50,350,5,6,0.3,MM,3,288,1018.1,7.9,6.9,4.8,MM,MM,MM
2017,4,22,0,40,350,4,5,MM,MM,MM,MM,1018,8,6.9,4.8,MM,MM,MM
2017,4,22,0,30,350,4,5,MM,MM,MM,MM,1017.7,8.1,6.9,5.1,MM,MM,MM
2017,4,22,0,20,340,5,7,MM,MM,MM,MM,1017.6,8.3,6.9,5.1,MM,MM,MM
2017,4,22,0,10,320,4,7,MM,MM,MM,MM,1017.3,8.1,6.9,5.5,MM,MM,MM
2017,4,22,0,0,310,4,5,MM,MM,MM,MM,1017.1,8.3,6.9,5.4,MM,1,MM
2017,4,21,23,50,300,4,5,0.4,3,3,302,1017.1,8.4,6.9,5.3,MM,MM,MM
2017,4,21,23,40,290,4,4,0.4,MM,3,302,1017.1,8.4,6.9,5.1,MM,MM,MM
2017,4,21,23,30,300,4,5,MM,MM,MM,MM,1017,8.4,6.9,5.1,MM,MM,MM
2017,4,21,23,20,300,4,5,MM,MM,MM,MM,1016.9,8.4,6.9,5.1,MM,MM,MM
2017,4,21,23,10,300,4,5,MM,MM,MM,MM,1016.7,8.4,6.9,5.2,MM,MM,MM
2017,4,21,23,0,300,4,5,MM,MM,MM,MM,1016.7,8.5,6.9,5.2,MM,1.1,MM
2017,4,21,22,50,300,5,5,0.4,4,3.2,279,1016.7,8.6,6.9,4.8,MM,MM,MM
2017,4,21,22,40,300,5,5,MM,MM,MM,MM,1016.7,8.5,6.9,4.9,MM,MM,MM
2017,4,21,22,30,300,4,5,MM,MM,MM,MM,1016.6,8.6,7,5,MM,MM,MM
2017,4,21,22,20,300,4,5,MM,MM,MM,MM,1016.6,8.6,7,5,MM,MM,MM
2017,4,21,22,10,290,4,5,MM,MM,MM,MM,1016.6,8.6,7,5.2,MM,MM,MM
2017,4,21,22,0,290,4,5,MM,MM,MM,MM,1016.5,8.7,7,5.1,MM,1.1,MM
2017,4,21,21,50,290,4,5,0.5,4,3.3,268,1016.5,8.6,7,5.3,MM,MM,MM
2017,4,21,21,40,290,4,5,MM,MM,MM,MM,1016.6,8.6,7,5.4,MM,MM,MM
2017,4,21,21,30,280,5,6,MM,MM,MM,MM,1016.5,8.7,7,5.4,MM,MM,MM
2017,4,21,21,20,280,5,6,MM,MM,MM,MM,1016.4,8.8,7,5.3,MM,MM,MM
2017,4,21,21,10,280,5,6,MM,MM,MM,MM,1016.1,8.8,7,5.1,MM,MM,MM
2017,4,21,21,0,280,6,8,MM,MM,MM,MM,1016,9,7,5,MM,0.5,MM
2017,4,21,20,50,280,7,8,0.6,4,3.3,292,1016,9,7,4.9,MM,MM,MM
2017,4,21,20,40,290,7,9,MM,MM,MM,MM,1015.9,9,7,5,MM,MM,MM
2017,4,21,20,30,290,7,9,MM,MM,MM,MM,1015.9,8.8,7,5.1,MM,MM,MM
2017,4,21,20,20,290,7,8,MM,MM,MM,MM,1015.9,8.9,7,5.2,MM,MM,MM
2017,4,21,20,10,290,7,9,MM,MM,MM,MM,1015.6,8.9,7,5.1,MM,MM,MM
2017,4,21,20,0,290,7,9,MM,MM,MM,MM,1015.5,9,7,5.1,MM,-0.3,MM
2017,4,21,19,50,290,6,8,0.6,3,3.1,289,1015.5,8.8,7,5.3,MM,MM,MM
2017,4,21,19,40,290,6,8,MM,MM,MM,MM,1015.3,8.9,7,5.5,MM,MM,MM
2017,4,21,19,30,290,7,8,MM,MM,MM,MM,1015.4,9,7,5.3,MM,MM,MM
2017,4,21,19,20,280,7,8,MM,MM,MM,MM,1015.2,9,7,5.5,MM,MM,MM
2017,4,21,19,10,290,7,8,MM,MM,MM,MM,1015.3,9,7,5.4,MM,MM,MM
2017,4,21,19,0,290,6,7,MM,MM,MM,MM,1015.3,8.9,7,5.6,MM,0,MM
2017,4,21,18,50,290,6,9,0.5,3,3.1,281,1015.5,9,7,5.6,MM,MM,MM
2017,4,21,18,40,290,7,8,MM,MM,MM,MM,1015.5,9,7,5.6,MM,MM,MM
2017,4,21,18,30,290,7,8,MM,MM,MM,MM,1015.5,9,7.1,5.7,MM,MM,MM
2017,4,21,18,20,280,6,7,MM,MM,MM,MM,1015.4,9,7,5.9,MM,MM,MM
2017,4,21,18,10,280,5,7,MM,MM,MM,MM,1015.4,8.9,MM,6,MM,MM,MM
2017,4,21,18,0,280,6,7,MM,MM,MM,MM,1015.5,8.9,7,6,MM,0.5,MM
2017,4,21,17,50,280,6,7,0.5,3,3.1,275,1015.6,8.8,7,5.9,MM,MM,MM
2017,4,21,17,40,280,6,7,MM,MM,MM,MM,1015.5,8.9,7,6,MM,MM,MM
2017,4,21,17,30,280,6,7,MM,MM,MM,MM,1015.6,8.9,7,6,MM,MM,MM
2017,4,21,17,20,280,5,6,MM,MM,MM,MM,1015.8,8.8,7,6.3,MM,MM,MM
2017,4,21,17,10,270,6,7,MM,MM,MM,MM,1015.9,9,7,6.2,MM,MM,MM
2017,4,21,17,0,280,6,7,MM,MM,MM,MM,1015.9,9,7,6.1,MM,1.3,MM
2017,4,21,16,50,280,5,6,0.5,4,3.1,277,1015.8,8.9,6.9,6.1,MM,MM,MM
2017,4,21,16,40,280,5,7,MM,MM,MM,MM,1015.6,8.9,7,6,MM,MM,MM
2017,4,21,16,30,280,6,7,MM,MM,MM,MM,1015.6,8.9,7,5.9,MM,MM,MM
2017,4,21,16,20,280,6,7,MM,MM,MM,MM,1015.5,8.9,6.9,6,MM,MM,MM
2017,4,21,16,10,270,5,6,MM,MM,MM,MM,1015.4,8.9,6.9,6.1,MM,MM,MM
2017,4,21,16,0,270,6,7,MM,MM,MM,MM,1015.5,8.8,6.9,6.2,MM,1.2,MM
2017,4,21,15,50,270,5,6,0.5,3,3.2,274,1015.1,8.8,6.9,6.2,MM,MM,MM
2017,4,21,15,40,270,5,6,MM,MM,MM,MM,1015,8.7,6.9,6.2,MM,MM,MM
2017,4,21,15,30,280,5,6,MM,MM,MM,MM,1015,8.7,6.9,6.1,MM,MM,MM
2017,4,21,15,20,280,5,5,MM,MM,MM,MM,1014.9,8.6,6.9,6.2,MM,MM,MM
2017,4,21,15,10,280,5,6,MM,MM,MM,MM,1015,8.8,6.9,6.2,MM,MM,MM
2017,4,21,15,0,270,6,7,MM,MM,MM,MM,1015,8.8,6.9,6.1,MM,1.5,MM
2017,4,21,14,50,280,6,7,0.4,4,3.2,251,1015,8.9,6.9,6.1,MM,MM,MM
2017,4,21,14,40,280,6,7,MM,MM,MM,MM,1014.9,9.1,6.9,6.3,MM,MM,MM
2017,4,21,14,30,280,5,7,MM,MM,MM,MM,1014.9,9,6.9,6.8,MM,MM,MM
2017,4,21,14,20,260,4,5,MM,MM,MM,MM,1014.8,8.7,6.9,6.8,MM,MM,MM
2017,4,21,14,10,260,5,6,MM,MM,MM,MM,1014.7,9.1,6.9,6.7,MM,MM,MM
2017,4,21,14,0,260,4,5,MM,MM,MM,MM,1014.5,9.1,6.9,6.7,MM,1.4,MM
2017,4,21,13,50,260,4,5,0.4,3,3.1,256,1014.3,9.1,6.9,6.6,MM,MM,MM
2017,4,21,13,40,260,4,5,MM,MM,MM,MM,1014.2,9.2,6.9,6.9,MM,MM,MM
2017,4,21,13,30,250,5,6,MM,MM,MM,MM,1014.3,9.1,6.9,6.9,MM,MM,MM
2017,4,21,13,20,260,5,6,MM,MM,MM,MM,1014.4,9,6.9,6.7,MM,MM,MM
2017,4,21,13,10,270,5,6,MM,MM,MM,MM,1014.2,9.2,6.9,6.6,MM,MM,MM
2017,4,21,13,0,260,5,6,MM,MM,MM,MM,1014.2,9.1,6.9,6.6,MM,1.8,MM
2017,4,21,12,50,260,6,7,0.5,3,3.2,262,1014.3,9.3,6.9,6.6,MM,MM,MM
2017,4,21,12,40,250,6,7,MM,MM,MM,MM,1014.1,9.2,6.9,6.7,MM,MM,MM
2017,4,21,12,30,250,5,7,MM,MM,MM,MM,1013.9,9.2,6.9,6.7,MM,MM,MM
2017,4,21,12,20,250,5,6,MM,MM,MM,MM,1013.8,9.2,6.9,6.6,MM,MM,MM
2017,4,21,12,10,250,5,6,MM,MM,MM,MM,1013.7,9.3,6.9,6.7,MM,MM,MM
2017,4,21,12,0,250,5,6,MM,MM,MM,MM,1013.5,9.1,6.9,6.6,MM,1.6,MM
2017,4,21,11,50,260,5,6,0.5,3,3.3,272,1013.4,9.5,7,6.5,MM,MM,MM
2017,4,21,11,40,260,6,7,MM,MM,MM,MM,1013.5,9.7,7,6.5,MM,MM,MM
2017,4,21,11,30,260,5,7,MM,MM,MM,MM,1013.5,9.5,7,6.5,MM,MM,MM
2017,4,21,11,20,260,5,5,MM,MM,MM,MM,1013.5,9.4,7,6.8,MM,MM,MM
2017,4,21,11,10,260,4,5,MM,MM,MM,MM,1013.3,9.2,7,7.1,MM,MM,MM
2017,4,21,11,0,260,4,5,MM,MM,MM,MM,1013.1,9.1,7,7.1,MM,1.8,MM
2017,4,21,10,50,260,4,5,0.5,4,3.4,45,1013,9.1,MM,7.1,MM,MM,MM
2017,4,21,10,40,260,5,6,MM,MM,MM,MM,1012.9,9.2,7,7.1,MM,MM,MM
2017,4,21,10,30,260,5,5,MM,MM,MM,MM,1012.8,9.1,7,7.3,MM,MM,MM
2017,4,21,10,20,260,5,5,MM,MM,MM,MM,1012.7,8.9,7,7.3,MM,MM,MM
2017,4,21,10,10,260,4,5,MM,MM,MM,MM,1012.5,8.7,7,7.3,MM,MM,MM
2017,4,21,10,0,260,5,5,MM,MM,MM,MM,1012.4,8.9,7,7.2,MM,1.3,MM
2017,4,21,9,50,260,5,6,0.6,3,3.3,265,1012.2,9.1,7,7.2,MM,MM,MM
2017,4,21,9,40,260,6,7,MM,MM,MM,MM,1012.1,9.4,7,7,MM,MM,MM
2017,4,21,9,30,260,6,7,MM,MM,MM,MM,1012,9.4,7,7.1,MM,MM,MM
2017,4,21,9,20,250,5,6,MM,MM,MM,MM,1012,9.4,7,7.3,MM,MM,MM
2017,4,21,9,10,260,5,6,MM,MM,MM,MM,1011.9,9.4,7,7.4,MM,MM,MM
2017,4,21,9,0,260,6,7,MM,MM,MM,MM,1011.8,9.6,7,7.3,MM,1,MM
2017,4,21,8,50,260,6,8,0.5,6,3.4,70,1011.9,9.8,7,7.4,MM,MM,MM
2017,4,21,8,40,270,7,9,MM,MM,MM,MM,1011.8,9.9,7,7.5,MM,MM,MM
2017,4,21,8,30,260,7,8,MM,MM,MM,MM,1011.7,9.9,7,7.9,MM,MM,MM
2017,4,21,8,20,260,5,7,MM,MM,MM,MM,1011.6,9.5,7.1,8,MM,MM,MM
2017,4,21,8,10,270,5,6,MM,MM,MM,MM,1011.5,9.7,7.1,8,MM,MM,MM
2017,4,21,8,0,270,5,6,MM,MM,MM,MM,1011.3,9.9,7.1,8,MM,1.3,MM
2017,4,21,7,50,280,6,7,0.4,5,3.6,64,1011.3,9.9,7.1,8,MM,MM,MM
2017,4,21,7,40,280,5,6,MM,MM,MM,MM,1011.2,9.6,7.1,8.2,MM,MM,MM
2017,4,21,7,30,270,5,6,MM,MM,MM,MM,1011.2,9.6,7.1,8.6,MM,MM,MM
2017,4,21,7,20,270,5,6,MM,MM,MM,MM,1011.3,9.6,7.1,9,MM,MM,MM
2017,4,21,7,10,270,4,5,MM,MM,MM,MM,1011.2,9.4,7.1,9.1,MM,MM,MM
2017,4,21,7,0,260,4,4,MM,MM,MM,MM,1011.1,9.4,7.1,9.2,MM,1.8,MM
2017,4,21,6,50,270,3,4,0.4,5,4,67,1011,9.4,7.1,9.2,MM,MM,MM
2017,4,21,6,40,280,4,5,MM,MM,MM,MM,1011,9.4,7.1,9.2,MM,MM,MM
2017,4,21,6,30,290,4,5,MM,MM,MM,MM,1010.9,9.4,7.1,9.3,MM,MM,MM
2017,4,21,6,20,280,4,5,MM,MM,MM,MM,1010.9,9.4,7.1,9.3,MM,MM,MM
2017,4,21,6,10,290,4,5,MM,MM,MM,MM,1010.8,9.4,7.1,9.4,MM,MM,MM
2017,4,21,6,0,290,4,5,MM,MM,MM,MM,1010.8,9.5,7.1,9.4,MM,1.6,MM
2017,4,21,5,50,310,5,5,0.5,5,4.2,66,1010.7,9.8,7.1,9.7,MM,MM,MM
2017,4,21,5,40,310,5,6,MM,MM,MM,MM,1010.6,10,7.1,9.9,MM,MM,MM
2017,4,21,5,30,310,5,7,MM,MM,MM,MM,1010.7,10.3,7.1,10.2,MM,MM,MM
2017,4,21,5,20,310,6,7,MM,MM,MM,MM,1010.5,10.5,7.1,10.5,MM,MM,MM
2017,4,21,5,10,310,6,7,MM,MM,MM,MM,1010.3,10.5,7.1,10.5,MM,MM,MM
2017,4,21,5,0,300,5,6,MM,MM,MM,MM,1010.1,10.3,7.1,10.3,MM,0.3,MM
2017,4,21,4,50,290,5,6,0.6,6,4.3,71,1010,10.5,7.1,10.5,MM,MM,MM
2017,4,21,4,40,300,5,8,MM,MM,MM,MM,1010,10.6,MM,10.6,MM,MM,MM
2017,4,21,4,30,270,5,7,MM,MM,MM,MM,1009.8,10.5,7.1,10.5,MM,MM,MM
2017,4,21,4,20,250,4,5,MM,MM,MM,MM,1009.4,11.3,7.1,11.3,MM,MM,MM
2017,4,21,4,10,230,3,5,MM,MM,MM,MM,1009.4,10.4,7.1,10.4,MM,MM,MM
2017,4,21,4,0,200,4,4,MM,MM,MM,MM,1009.4,10.3,7.1,10.3,MM,-1.8,MM
2017,4,21,3,50,190,4,4,0.6,5,4.2,68,1009.3,10.2,7.1,10.2,MM,MM,MM
2017,4,21,3,40,190,4,4,0.6,MM,4.2,68,1009.3,10,7.1,10,MM,MM,MM
2017,4,21,3,30,180,4,5,MM,MM,MM,MM,1009.3,9.8,7.1,9.8,MM,MM,MM
2017,4,21,3,20,180,4,5,MM,MM,MM,MM,1009.2,9.8,7.1,9.8,MM,MM,MM
2017,4,21,3,10,170,4,5,MM,MM,MM,MM,1009.1,9.5,7.1,9.5,MM,MM,MM
2017,4,21,3,0,170,4,5,MM,MM,MM,MM,1009.2,9.4,7.1,9.4,MM,-0.5,MM
2017,4,21,2,50,160,4,5,0.6,6,4.2,70,1009.4,9.3,7.1,9.3,MM,MM,MM
2017,4,21,2,40,150,5,5,0.6,MM,4.2,70,1009.4,9.4,7.1,9.4,MM,MM,MM
2017,4,21,2,30,140,5,6,MM,MM,MM,MM,1009.5,9.4,7.1,9.4,MM,MM,MM
2017,4,21,2,20,140,5,6,MM,MM,MM,MM,1009.5,9.5,7.1,9.5,MM,MM,MM
2017,4,21,2,10,140,5,5,MM,MM,MM,MM,1009.6,9.4,7.1,9.4,MM,MM,MM
2017,4,21,2,0,130,5,5,MM,MM,MM,MM,1009.7,9,7.1,9,MM,0.4,MM
2017,4,21,1,50,130,4,5,0.7,6,4.4,71,1009.9,8.7,7.1,8.6,MM,MM,MM
2017,4,21,1,40,120,4,5,MM,MM,MM,MM,1009.8,8.7,7.1,8.6,MM,MM,MM
2017,4,21,1,30,90,4,5,MM,MM,MM,MM,1009.7,8.7,7.1,8.6,MM,MM,MM
2017,4,21,1,20,90,4,5,MM,MM,MM,MM,MM,MM,7.1,MM,MM,MM,MM
2017,4,21,1,10,70,3,5,MM,MM,MM,MM,1010.6,8.4,7.1,8.4,MM,MM,MM
2017,4,21,1,0,40,3,5,MM,MM,MM,MM,1011.2,7.9,7.1,7.7,MM,1.3,MM
2017,4,21,0,50,60,4,5,0.8,5,4.2,65,1010.6,8,7.1,7.9,MM,MM,MM
2017,4,21,0,40,40,4,5,MM,MM,MM,MM,1010.8,8,7.1,7.8,MM,MM,MM
2017,4,21,0,30,50,3,4,MM,MM,MM,MM,1010.9,8,7.1,7.7,MM,MM,MM
2017,4,21,0,20,40,3,4,MM,MM,MM,MM,1010.4,8.1,7.1,7.8,MM,MM,MM
2017,4,21,0,10,70,3,4,MM,MM,MM,MM,1010.2,8.2,7.1,7.9,MM,MM,MM
2017,4,21,0,0,80,3,4,MM,MM,MM,MM,1009.7,8.1,7.1,7.7,MM,0.7,MM
2017,4,20,23,50,70,3,4,0.8,6,4.2,64,1009.5,8.1,7.1,7.7,MM,MM,MM
2017,4,20,23,40,70,4,5,0.8,MM,4.2,64,1009.1,8.2,7.1,7.8,MM,MM,MM
2017,4,20,23,30,70,4,5,MM,MM,MM,MM,1009.2,8.3,7.1,7.9,MM,MM,MM
2017,4,20,23,20,50,4,4,MM,MM,MM,MM,1009.3,8.3,7.1,7.8,MM,MM,MM
2017,4,20,23,10,80,3,4,MM,MM,MM,MM,1009.3,8.8,7.1,8.3,MM,MM,MM
2017,4,20,23,0,100,4,6,MM,MM,MM,MM,1009.3,8.9,7.1,8.5,MM,0,MM
2017,4,20,22,50,100,4,5,0.8,5,4.1,60,1009.7,8.4,7.1,8,MM,MM,MM
2017,4,20,22,40,80,4,5,MM,MM,MM,MM,1010,8.4,7.1,8,MM,MM,MM
2017,4,20,22,30,70,5,6,MM,MM,MM,MM,1009.7,8.4,7.1,7.9,MM,MM,MM
2017,4,20,22,20,60,5,6,MM,MM,MM,MM,1009.6,8.5,7.1,8,MM,MM,MM
2017,4,20,22,10,50,5,7,MM,MM,MM,MM,1010,8.9,7.1,8.3,MM,MM,MM
2017,4,20,22,0,30,5,7,MM,MM,MM,MM,1009.9,9.3,7.1,8.7,MM,-0.8,MM
2017,4,20,21,50,20,5,8,0.8,5,3.9,56,1010.4,8.9,7.1,8.3,MM,MM,MM
2017,4,20,21,40,330,6.0 1,2,MM,MM,MM,MM,1010.8,9.5,7.1,8.8,MM,MM,MM
2017,4,20,21,30,110,4,5,MM,MM,MM,MM,1009.1,8.8,7.1,8.5,MM,MM,MM
2017,4,20,21,20,100,6,7,MM,MM,MM,MM,1008.8,8.3,7.1,7.7,MM,MM,MM
2017,4,20,21,10,110,7,8,MM,MM,MM,MM,1008.8,8.5,7.2,7.9,MM,MM,MM
2017,4,20,21,0,110,6,8,MM,MM,MM,MM,1008.9,8.7,7.2,8.1,MM,-2.8,MM
2017,4,20,20,50,110,6,9,0.6,4,3.6,56,1009,8.9,7.2,8.3,MM,MM,MM
2017,4,20,20,40,120,8.0 1,2,MM,MM,MM,MM,1008.9,9,7.2,8.2,MM,MM,MM
2017,4,20,20,30,120,6,7,MM,MM,MM,MM,1009.2,8.8,7.3,8.3,MM,MM,MM
2017,4,20,20,20,120,5,6,MM,MM,MM,MM,1009.2,8.7,7.3,8.3,MM,MM,MM
2017,4,20,20,10,110,5,6,MM,MM,MM,MM,1009.5,9.2,7.3,8.5,MM,MM,MM
2017,4,20,20,0,90,4,6,MM,MM,MM,MM,1009.3,10.2,7.3,9.9,MM,-3.2,MM
2017,4,20,19,50,80,3,4,0.5,4,3.2,62,1009.4,9.1,7.3,8.7,MM,MM,MM
2017,4,20,19,40,80,5,6,MM,MM,MM,MM,1009.5,8.3,7.3,7.8,MM,MM,MM
2017,4,20,19,30,40,4,5,MM,MM,MM,MM,1010.1,7.9,7.3,7.4,MM,MM,MM
2017,4,20,19,20,40,5,6,MM,MM,MM,MM,1010.5,7.8,7.3,7.4,MM,MM,MM
2017,4,20,19,10,40,5,8,MM,MM,MM,MM,1010.6,7.6,7.3,7.2,MM,MM,MM
2017,4,20,19,0,50,5,6,MM,MM,MM,MM,1010.7,7.5,7.3,7.2,MM,-2.6,MM
2017,4,20,18,50,70,5,6,0.4,4,3.2,58,1011.1,7.4,7.4,7.1,MM,MM,MM
2017,4,20,18,40,50,6,8,MM,MM,MM,MM,1011.4,7.4,7.4,7,MM,MM,MM
2017,4,20,18,30,40,7,8,MM,MM,MM,MM,1011.2,7.6,7.4,7.1,MM,MM,MM
2017,4,20,18,20,40,7,9,MM,MM,MM,MM,1011.7,7.8,7.3,7.3,MM,MM,MM
2017,4,20,18,10,30,6,8,MM,MM,MM,MM,1011.8,8.4,7.4,7.8,MM,MM,MM
2017,4,20,18,0,10,4,9,MM,MM,MM,MM,1011.7,11.1,7.6,9.3,MM,-2.3,MM
2017,4,20,17,50,240,3,7,0.3,3,3.2,48,1011.7,13.4,7.5,12.1,MM,MM,MM
2017,4,20,17,40,200,3,4,MM,MM,MM,MM,1011.6,14,7.6,12.6,MM,MM,MM
2017,4,20,17,30,190,3,4,MM,MM,MM,MM,1011.9,13.4,7.4,12.3,MM,MM,MM
2017,4,20,17,20,160,2,3,MM,MM,MM,MM,1012.1,13.7,7.4,12.8,MM,MM,MM
2017,4,20,17,10,140,1,2,MM,MM,MM,MM,1012.3,13.6,7.3,13,MM,MM,MM
2017,4,20,17,0,120,1,2,MM,MM,MM,MM,1012.4,13.2,7.3,12.9,MM,-2.3,MM
2017,4,20,16,50,30,1,2,0.3,3,2.9,59,1012.6,12.7,7.2,12.5,MM,MM,MM
2017,4,20,16,40,330,1,4,MM,MM,MM,MM,1012.9,12.2,7.3,12,MM,MM,MM
2017,4,20,16,30,160,3,3,MM,MM,MM,MM,1012.9,12.1,7.1,11.9,MM,MM,MM
2017,4,20,16,20,150,3,4,MM,MM,MM,MM,1013,12.2,7.2,12.2,MM,MM,MM
2017,4,20,16,10,130,3,3,MM,MM,MM,MM,1013.2,11.6,7.2,11.5,MM,MM,MM
2017,4,20,16,0,120,3,3,MM,MM,MM,MM,1013.3,11.3,7.1,11.2,MM,-2.3,MM
2017,4,20,15,50,110,2,3,0.2,MM,2.6,MM,1013.6,10.9,7.1,10.8,MM,MM,MM
2017,4,20,15,40,130,2,4,MM,MM,MM,MM,1013.7,11.2,7.1,11.2,MM,MM,MM
2017,4,20,15,30,140,3,4,MM,MM,MM,MM,1013.8,10.5,7.1,10.4,MM,MM,MM
2017,4,20,15,20,150,4,4,MM,MM,MM,MM,1013.8,10.5,7,10.5,MM,MM,MM
2017,4,20,15,10,150,4,5,MM,MM,MM,MM,1013.9,9.9,7,9.8,MM,MM,MM
2017,4,20,15,0,150,4,4,MM,MM,MM,MM,1014,9.8,7,9.7,MM,-2.5,MM
2017,4,20,14,50,140,4,5,0.2,MM,2.4,MM,1014,9.7,7,9.7,MM,MM,MM
2017,4,20,14,40,140,5,5,MM,MM,MM,MM,1014.2,9.6,7,9.6,MM,MM,MM
2017,4,20,14,30,140,5,6,MM,MM,MM,MM,1014.1,9.4,7,9.4,MM,MM,MM
2017,4,20,14,20,130,5,6,MM,MM,MM,MM,1014.1,9.1,7,9.1,MM,MM,MM
2017,4,20,14,10,120,5,5,MM,MM,MM,MM,1014.4,8.8,6.9,8.8,MM,MM,MM
2017,4,20,14,0,110,5,6,MM,MM,MM,MM,1014.7,8.6,6.9,8.6,MM,-2.4,MM
